time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	306.9108	219.0592	0.99995
15	1363.409	973.5339	0.99887
25	1291.1497	922.3108	0.99681
35	653.3785	466.9188	0.99466
45	412.8766	295.1703	0.99266
55	397.8446	284.539	0.99082
65	349.2836	249.9095	0.98911
75	273.1722	195.5316	0.98751
85	321.8022	230.4336	0.986
95	299.247	214.3694	0.98457
105	308.3387	220.9721	0.98321
115	281.8253	202.0532	0.9819
130	270.5963	194.121	0.98004
150	305.5561	219.3788	0.97771
170	307.0858	220.6566	0.97552
195	283.9274	204.224	0.97295
225	262.9619	189.3755	0.97005
255	286.1205	206.306	0.96734
300	273.4171	197.5095	0.96353
360	235.6892	170.675	0.95884
420	221.6837	160.9291	0.95451
525	230.1533	167.8024	0.94758
675	199.7556	146.5479	0.93872
825	188.5777	139.2155	0.93075
1050	190.0455	140.2004	0.91997
1350	175.0516	128.155	0.90717
1650	162.2121	117.8571	0.89565
1950	153.2524	111.1735	0.88508
2250	135.7053	98.8823	0.87525
2550	131.6312	96.3422	0.86601
2850	135.3542	99.5117	0.85727
3150	130.7856	96.5864	0.84896
3450	122.7176	91.0386	0.84101
3750	117.5891	87.2587	0.83337
4050	120.8108	89.2954	0.82602
4350	118.5342	87.2681	0.81892
4650	117.0384	85.8293	0.81204
4950	117.2744	85.6668	0.80537
5250	111.3144	80.997	0.79889
5550	112.379	81.4551	0.79257
5850	106.8169	77.1249	0.78642
6150	111.5974	80.267	0.78041
6450	101.4755	72.7074	0.77454
6750	105.7543	75.4842	0.7688
7050	101.7008	72.3153	0.76317
