time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	18.8676	13.4723	0.99887
25	1773.8764	1267.1384	0.99681
35	1411.9816	1009.0335	0.99466
45	853.685	610.3095	0.99266
55	659.6892	471.8107	0.99082
65	570.4969	408.1857	0.98911
75	545.7686	390.6511	0.98751
85	491.8313	352.1867	0.986
95	509.7477	365.1643	0.98457
105	475.1402	340.511	0.98321
115	485.1782	347.846	0.9819
130	470.6235	337.6169	0.98004
150	456.3723	327.6597	0.97771
170	434.9485	312.5325	0.97552
195	416.0796	299.2789	0.97295
225	425.0275	306.0892	0.97005
255	406.9807	293.4518	0.96734
300	382.7104	276.4601	0.96353
360	358.7491	259.7892	0.95884
420	342.3187	248.5029	0.95451
525	322.8629	235.3959	0.94758
675	302.1637	221.6782	0.93872
825	289.9036	214.0183	0.93075
1050	271.9359	200.6125	0.91997
1350	253.7009	185.734	0.90717
1650	243.5794	176.9755	0.89565
1950	232.7207	168.822	0.88508
2250	222.7499	162.3077	0.87525
2550	216.9588	158.7943	0.86601
2850	208.9363	153.6089	0.85727
3150	204.0514	150.6939	0.84896
3450	195.3885	144.9498	0.84101
3750	198.8395	147.5517	0.83337
4050	196.0011	144.8711	0.82602
4350	187.0122	137.6835	0.81892
4650	188.2984	138.0873	0.81204
4950	185.7034	135.6529	0.80537
5250	186.7167	135.8629	0.79889
5550	184.3443	133.6173	0.79257
5850	175.0677	126.4039	0.78642
6150	173.9633	125.124	0.78041
6450	173.2104	124.1056	0.77454
6750	158.342	113.0198	0.7688
7050	160.7226	114.2832	0.76317
