time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	154.3177	110.1896	0.99887
25	2304.9261	1646.4847	0.99681
35	1729.3752	1235.85	0.99466
45	943.2625	674.3494	0.99266
55	669.0843	478.5301	0.99082
65	599.9269	429.2425	0.98911
75	579.2448	414.6128	0.98751
85	563.6202	403.5927	0.986
95	574.4085	411.4849	0.98457
105	558.8706	400.5167	0.98321
115	540.0712	387.2013	0.9819
130	531.7703	381.4825	0.98004
150	530.3007	380.7377	0.97771
170	518.9225	372.872	0.97552
195	518.3073	372.8095	0.97295
225	497.9691	358.6191	0.97005
255	485.7036	350.2146	0.96734
300	480.0635	346.7855	0.96353
360	471.177	341.2042	0.95884
420	457.6673	332.2391	0.95451
525	433.824	316.2964	0.94758
675	405.9043	297.786	0.93872
825	385.142	284.327	0.93075
1050	376.637	277.8525	0.91997
1350	357.7361	261.898	0.90717
1650	345.09	250.7292	0.89565
1950	328.4891	238.2951	0.88508
2250	316.1261	230.3467	0.87525
2550	303.1691	221.8925	0.86601
2850	296.3814	217.8982	0.85727
3150	284.5383	210.1343	0.84896
3450	272.841	202.4082	0.84101
3750	264.4003	196.202	0.83337
4050	258.803	191.2902	0.82602
4350	257.3315	189.4545	0.81892
4650	253.1863	185.6724	0.81204
4950	250.2622	182.8119	0.80537
5250	244.2678	177.7395	0.79889
5550	240.4962	174.3176	0.79257
5850	238.2962	172.0568	0.78642
6150	235.4156	169.3238	0.78041
6450	232.169	166.3495	0.77454
6750	226.4045	161.6007	0.7688
7050	220.6593	156.9017	0.76317
