time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	133.3566	95.2225	0.99887
25	1291.5984	922.6314	0.99681
35	913.727	652.9696	0.99466
45	530.2409	379.0755	0.99266
55	399.5964	285.7919	0.99082
65	338.9195	242.494	0.98911
75	318.1811	227.7482	0.98751
85	318.0296	227.7321	0.986
95	302.4143	216.6383	0.98457
105	295.4357	211.7251	0.98321
115	301.9003	216.4459	0.9819
130	287.684	206.3794	0.98004
150	280.9665	201.7243	0.97771
170	277.7455	199.5741	0.97552
195	260.9826	187.7203	0.97295
225	250.3566	180.2977	0.97005
255	248.9754	179.5227	0.96734
300	248.2371	179.3201	0.96353
360	240.05	173.8329	0.95884
420	234.3553	170.1279	0.95451
525	218.0288	158.9625	0.94758
675	205.4272	150.7087	0.93872
825	197.9701	146.1493	0.93075
1050	181.8637	134.1645	0.91997
1350	166.1048	121.605	0.90717
1650	155.6845	113.1144	0.89565
1950	145.7088	105.7012	0.88508
2250	145.2588	105.8435	0.87525
2550	136.8083	100.1314	0.86601
2850	134.1463	98.6237	0.85727
3150	130.4032	96.304	0.84896
3450	123.6931	91.7622	0.84101
3750	119.4289	88.6239	0.83337
4050	119.5352	88.3526	0.82602
4350	114.3704	84.2026	0.81892
4650	112.1515	82.2455	0.81204
4950	110.8381	80.9652	0.80537
5250	109.7897	79.8876	0.79889
5550	105.5108	76.4768	0.79257
5850	104.7295	75.6178	0.78642
6150	105.5952	75.9498	0.78041
6450	99.8299	71.5283	0.77454
6750	97.9823	69.9368	0.7688
7050	98.7141	70.1915	0.76317
