time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	67.1955	47.9805	0.99887
25	1253.7646	895.6054	0.99681
35	1191.6051	851.5475	0.99466
45	695.5874	497.2836	0.99266
55	484.0243	346.1749	0.99082
65	392.0582	280.5143	0.98911
75	342.4975	245.1534	0.98751
85	340.8224	244.0534	0.986
95	333.6022	238.9802	0.98457
105	319.4701	228.9494	0.98321
115	314.7873	225.6851	0.9819
130	290.5589	208.4418	0.98004
150	289.0743	207.5454	0.97771
170	290.1532	208.4897	0.97552
195	282.8049	203.4167	0.97295
225	270.6418	194.9063	0.97005
255	260.7983	188.0475	0.96734
300	253.9739	183.4642	0.96353
360	242.0248	175.263	0.95884
420	235.6739	171.0851	0.95451
525	226.4291	165.0871	0.94758
675	206.0865	151.1925	0.93872
825	193.1058	142.5583	0.93075
1050	187.3441	138.2075	0.91997
1350	178.7034	130.8285	0.90717
1650	173.4933	126.0536	0.89565
1950	166.2716	120.618	0.88508
2250	159.4126	116.1567	0.87525
2550	153.581	112.4075	0.86601
2850	144.5162	106.2476	0.85727
3150	141.8137	104.7308	0.84896
3450	134.6206	99.8688	0.84101
3750	131.0741	97.2654	0.83337
4050	134.7132	99.5711	0.82602
4350	130.142	95.8141	0.81892
4650	128.8352	94.4804	0.81204
4950	128.7779	94.0698	0.80537
5250	128.0606	93.1823	0.79889
5550	126.8725	91.9603	0.79257
5850	123.5778	89.2268	0.78642
6150	120.8609	86.9298	0.78041
6450	120.3427	86.2258	0.77454
6750	114.0497	81.4052	0.7688
7050	111.3813	79.1986	0.76317
