time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	87.5708	62.5294	0.99887
25	1366.139	975.8781	0.99681
35	1071.1988	765.5025	0.99466
45	573.2895	409.8514	0.99266
55	419.2588	299.8545	0.99082
65	364.7424	260.9701	0.98911
75	338.0718	241.9856	0.98751
85	321.2882	230.0655	0.986
95	315.5762	226.0671	0.98457
105	309.5553	221.844	0.98321
115	284.2002	203.7559	0.9819
130	294.9336	211.5801	0.98004
150	293.4313	210.6736	0.97771
170	275.5999	198.0324	0.97552
195	266.5202	191.7033	0.97295
225	257.6325	185.5374	0.97005
255	251.1725	181.1069	0.96734
300	247.8251	179.0225	0.96353
360	233.4512	169.0544	0.95884
420	228.6037	165.9526	0.95451
525	214.7367	156.5623	0.94758
675	200.8467	147.3483	0.93872
825	188.2733	138.9908	0.93075
1050	176.5243	130.2255	0.91997
1350	164.9356	120.7491	0.90717
1650	154.8925	112.539	0.89565
1950	144.0093	104.4683	0.88508
2250	138.4996	100.9183	0.87525
2550	132.7557	97.1653	0.86601
2850	125.6836	92.4019	0.85727
3150	122.2128	90.2553	0.84896
3450	116.3266	86.2974	0.84101
3750	110.8767	82.2776	0.83337
4050	108.5032	80.1984	0.82602
4350	104.8548	77.197	0.81892
4650	105.1573	77.1164	0.81204
4950	100.1012	73.122	0.80537
5250	99.2794	72.2399	0.79889
5550	92.4701	67.0246	0.79257
5850	96.9495	70.0003	0.78642
6150	90.0825	64.7923	0.78041
6450	89.4684	64.1043	0.77454
6750	88.9736	63.5067	0.7688
7050	83.7087	59.5218	0.76317
