time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	278.6634	198.8974	0.99995
15	1014.0186	724.0539	0.99887
25	818.9892	585.031	0.99681
35	516.2761	368.9424	0.99466
45	415.4924	297.0404	0.99266
55	322.7494	230.8308	0.99082
65	307.4877	220.0048	0.98911
75	297.0238	212.6042	0.98751
85	294.4532	210.8497	0.986
95	295.4819	211.6722	0.98457
105	296.0649	212.176	0.98321
115	292.8266	209.9405	0.9819
130	279.52	200.5226	0.98004
150	278.5502	199.9895	0.97771
170	247.4127	177.7785	0.97552
195	242.2476	174.2445	0.97295
225	230.9205	166.3005	0.97005
255	240.2375	173.2223	0.96734
300	221.2672	159.8377	0.96353
360	212.0527	153.5585	0.95884
420	213.9582	155.3209	0.95451
525	198.8081	144.9489	0.94758
675	182.0133	133.5315	0.93872
825	176.6868	130.4372	0.93075
1050	169.6652	125.1653	0.91997
1350	159.5176	116.7826	0.90717
1650	152.9736	111.1448	0.89565
1950	150.313	109.0412	0.88508
2250	141.1134	102.8229	0.87525
2550	135.8771	99.4498	0.86601
2850	132.2634	97.2394	0.85727
3150	126.9275	93.7372	0.84896
3450	120.7383	89.5702	0.84101
3750	117.8711	87.4679	0.83337
4050	115.5688	85.4208	0.82602
4350	118.6628	87.3628	0.81892
4650	113.7157	83.3926	0.81204
4950	120.0053	87.6617	0.80537
5250	111.8566	81.3916	0.79889
5550	111.8557	81.0758	0.79257
5850	109.7169	79.2188	0.78642
6150	111.9372	80.5113	0.78041
6450	107.7768	77.2223	0.77454
6750	103.2847	73.7215	0.7688
7050	100.0553	71.1452	0.76317
