time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	262.9276	187.6659	0.99995
15	1390.7914	993.0862	0.99887
25	729.7417	521.2786	0.99681
35	516.456	369.0709	0.99466
45	363.5958	259.9389	0.99266
55	307.2554	219.7495	0.99082
65	264.3867	189.1664	0.98911
75	240.8218	172.3758	0.98751
85	228.4816	163.6093	0.986
95	217.631	155.9027	0.98457
105	217.3841	155.7891	0.98321
115	202.3663	145.0855	0.9819
130	210.6624	151.1255	0.98004
150	201.1982	144.4535	0.97771
170	198.9438	142.9512	0.97552
195	191.3362	137.6248	0.97295
225	188.641	135.8523	0.97005
255	193.9058	139.815	0.96734
300	177.1216	127.9481	0.96353
360	176.6462	127.9188	0.95884
420	166.8463	121.1205	0.95451
525	155.989	113.7299	0.94758
675	141.6304	103.9051	0.93872
825	138.6783	102.3778	0.93075
1050	125.0473	92.2499	0.91997
1350	116.953	85.6211	0.90717
1650	107.3575	78.0018	0.89565
1950	102.6843	74.49	0.88508
2250	100.0748	72.9199	0.87525
2550	92.3	67.5553	0.86601
2850	89.2727	65.6329	0.85727
3150	89.4628	66.0691	0.84896
3450	88.6453	65.7619	0.84101
3750	85.6693	63.5721	0.83337
4050	84.2826	62.2962	0.82602
4350	85.3874	62.8645	0.81892
4650	78.376	57.4765	0.81204
4950	80.959	59.1391	0.80537
5250	76.8417	55.9133	0.79889
5550	77.747	56.353	0.79257
5850	76.3758	55.1455	0.78642
6150	74.7859	53.7901	0.78041
6450	73.8275	52.8975	0.77454
6750	73.1114	52.1847	0.7688
7050	70.7976	50.3413	0.76317
