time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	155.1974	110.8177	0.99887
25	1513.0604	1080.829	0.99681
35	1105.0876	789.7202	0.99466
45	634.0153	453.265	0.99266
55	479.819	343.1672	0.99082
65	431.6543	308.845	0.98911
75	398.1467	284.9861	0.98751
85	376.5389	269.629	0.986
95	373.4505	267.5261	0.98457
105	378.3869	271.1724	0.98321
115	377.9718	270.9849	0.9819
130	361.6522	259.4428	0.98004
150	343.2966	246.4752	0.97771
170	330.693	237.6196	0.97552
195	327.7066	235.7137	0.97295
225	317.3063	228.5123	0.97005
255	299.0579	215.6345	0.96734
300	288.7497	208.5853	0.96353
360	274.9759	199.1246	0.95884
420	268.4365	194.8688	0.95451
525	249.2315	181.7121	0.94758
675	228.7796	167.841	0.93872
825	217.7859	160.7781	0.93075
1050	209.212	154.3399	0.91997
1350	197.583	144.6502	0.90717
1650	192.3186	139.7313	0.89565
1950	184.8805	134.1174	0.88508
2250	173.4816	126.4081	0.87525
2550	168.9735	123.6734	0.86601
2850	166.1657	122.1642	0.85727
3150	161.374	119.1762	0.84896
3450	155.8369	115.6082	0.84101
3750	151.5117	112.4314	0.83337
4050	147.8059	109.2484	0.82602
4350	147.4572	108.562	0.81892
4650	138.461	101.5394	0.81204
4950	140.312	102.4953	0.80537
5250	139.0668	101.1909	0.79889
5550	132.6177	96.1246	0.79257
5850	130.2724	94.0604	0.78642
6150	129.3128	93.0088	0.78041
6450	127.6712	91.4767	0.77454
6750	124.9994	89.2208	0.7688
7050	123.0595	87.5026	0.76317
