time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	705.1072	503.2739	0.99995
15	973.0989	694.8354	0.99887
25	536.137	382.9804	0.99681
35	380.3649	271.8172	0.99466
45	306.2576	218.9471	0.99266
55	256.4909	183.4427	0.99082
65	252.9236	180.9647	0.98911
75	235.8115	168.7895	0.98751
85	245.0847	175.4983	0.986
95	239.4125	171.5062	0.98457
105	227.2845	162.8843	0.98321
115	232.2944	166.5423	0.9819
130	235.3518	168.8371	0.98004
150	213.9757	153.6272	0.97771
170	231.652	166.4537	0.97552
195	212.2725	152.6839	0.97295
225	209.244	150.6898	0.97005
255	202.4719	145.9915	0.96734
300	195.5002	141.2243	0.96353
360	200.8627	145.4553	0.95884
420	193.6301	140.5639	0.95451
525	174.9436	127.5495	0.94758
675	167.2355	122.69	0.93872
825	168.4506	124.3569	0.93075
1050	161.4222	119.0843	0.91997
1350	156.7154	114.7311	0.90717
1650	150.4404	109.3042	0.89565
1950	143.6744	104.2254	0.88508
2250	145.2939	105.869	0.87525
2550	141.9073	103.8634	0.86601
2850	136.2332	100.158	0.85727
3150	130.172	96.1333	0.84896
3450	129.6316	96.1678	0.84101
3750	124.7603	92.5802	0.83337
4050	125.351	92.6512	0.82602
4350	122.516	90.1996	0.81892
4650	124.9724	91.6476	0.81204
4950	116.981	85.4525	0.80537
5250	116.5379	84.7979	0.79889
5550	117.1336	84.9013	0.79257
5850	115.413	83.3315	0.78642
6150	115.4911	83.0675	0.78041
6450	111.5523	79.9274	0.77454
6750	112.8592	80.5555	0.7688
7050	109.9386	78.1728	0.76317
