time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	413.397	295.0642	0.99995
15	1154.1422	824.1083	0.99887
25	881.0204	629.3419	0.99681
35	592.3901	423.3351	0.99466
45	426.5285	304.9302	0.99266
55	391.4241	279.9471	0.99082
65	368.9258	263.9632	0.98911
75	345.636	247.3999	0.98751
85	349.3848	250.1847	0.986
95	328.4564	235.294	0.98457
105	304.0974	217.9325	0.98321
115	324.4254	232.5951	0.9819
130	302.5163	217.0198	0.98004
150	295.4825	212.1463	0.97771
170	293.2288	210.6997	0.97552
195	273.5457	196.7567	0.97295
225	269.2355	193.8935	0.97005
255	279.2902	201.3811	0.96734
300	244.4104	176.5558	0.96353
360	236.5516	171.2995	0.95884
420	220.5203	160.0845	0.95451
525	213.4208	155.6028	0.94758
675	201.3597	147.7247	0.93872
825	186.089	137.3783	0.93075
1050	172.3462	127.1432	0.91997
1350	161.8518	118.4914	0.90717
1650	148.9111	108.1931	0.89565
1950	147.9755	107.3455	0.88508
2250	140.5369	102.4028	0.87525
2550	140.8238	103.0704	0.86601
2850	131.5627	96.7243	0.85727
3150	134.2315	99.1312	0.84896
3450	128.516	95.3401	0.84101
3750	124.4559	92.3543	0.83337
4050	124.6086	92.1025	0.82602
4350	117.4496	86.4696	0.81892
4650	111.4874	81.7585	0.81204
4950	111.3551	81.3428	0.80537
5250	107.7811	78.426	0.79889
5550	108.4604	78.6147	0.79257
5850	106.5751	76.9503	0.78642
6150	103.1404	74.1842	0.78041
6450	102.2033	73.2289	0.77454
6750	103.0496	73.5537	0.7688
7050	102.8942	73.1638	0.76317
