time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	409.6945	292.5399	0.99887
25	2457.2188	1755.2724	0.99681
35	1666.2115	1190.7118	0.99466
45	961.0191	687.0439	0.99266
55	648.6014	463.8807	0.99082
65	588.4996	421.0664	0.98911
75	540.9887	387.2298	0.98751
85	523.0619	374.5501	0.986
95	485.2227	347.5955	0.98457
105	470.5564	337.226	0.98321
115	501.4969	359.5456	0.9819
130	459.5036	329.6397	0.98004
150	466.4705	334.9098	0.97771
170	455.7814	327.5019	0.97552
195	452.7741	325.6726	0.97295
225	441.3873	317.8709	0.97005
255	432.6609	311.9685	0.96734
300	421.151	304.2286	0.96353
360	409.0833	296.2388	0.95884
420	400.2035	290.5238	0.95451
525	366.465	267.1857	0.94758
675	366.9646	269.2184	0.93872
825	347.4892	256.5303	0.93075
1050	330.3234	243.6861	0.91997
1350	310.1176	227.0365	0.90717
1650	297.3851	216.0687	0.89565
1950	284.7923	206.5962	0.88508
2250	270.7623	197.2921	0.87525
2550	268.7019	196.6656	0.86601
2850	258.6851	190.184	0.85727
3150	248.6452	183.6269	0.84896
3450	241.9238	179.4722	0.84101
3750	234.8487	174.2728	0.83337
4050	227.6768	168.2837	0.82602
4350	227.6828	167.6263	0.81892
4650	218.7535	160.4214	0.81204
4950	216.3524	158.0414	0.80537
5250	210.3749	153.0776	0.79889
5550	207.2121	150.1925	0.79257
5850	196.1277	141.6099	0.78642
6150	195.6631	140.7316	0.78041
6450	191.4589	137.1806	0.77454
6750	185.8858	132.6797	0.7688
7050	181.8119	129.2789	0.76317
