time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	186.1101	132.8908	0.99887
25	1373.7811	981.3371	0.99681
35	857.6335	612.884	0.99466
45	496.6458	355.0579	0.99266
55	351.0926	251.102	0.99082
65	350.9655	251.1128	0.98911
75	296.9193	212.5294	0.98751
85	301.5528	215.9336	0.986
95	268.3275	192.2199	0.98457
105	265.4155	190.211	0.98321
115	274.6001	196.8731	0.9819
130	272.7121	195.6388	0.98004
150	259.0661	186.0006	0.97771
170	247.9977	178.1988	0.97552
195	251.7571	181.0846	0.97295
225	215.9767	155.5385	0.97005
255	230.4097	166.136	0.96734
300	218.3514	157.7314	0.96353
360	211.0594	152.8392	0.95884
420	194.5502	141.2318	0.95451
525	195.2138	142.3283	0.94758
675	180.3048	132.2781	0.93872
825	169.0538	124.8022	0.93075
1050	155.2188	114.508	0.91997
1350	151.677	111.0424	0.90717
1650	146.0555	106.1184	0.89565
1950	139.098	100.9055	0.88508
2250	138.12	100.6418	0.87525
2550	136.0217	99.5557	0.86601
2850	133.514	98.1588	0.85727
3150	133.9315	98.9097	0.84896
3450	125.0434	92.764	0.84101
3750	119.0511	88.3435	0.83337
4050	123.4311	91.2322	0.82602
4350	119.7079	88.1322	0.81892
4650	111.4369	81.7215	0.81204
4950	110.987	81.0739	0.80537
5250	107.6124	78.3033	0.79889
5550	107.9657	78.2562	0.79257
5850	106.4023	76.8256	0.78642
6150	102.4493	73.6872	0.78041
6450	100.8336	72.2474	0.77454
6750	101.6105	72.5265	0.7688
7050	102.1068	72.6039	0.76317
