time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	107.1988	76.5446	0.99887
25	1308.8045	934.9222	0.99681
35	1018.2766	727.6831	0.99466
45	561.7619	401.6102	0.99266
55	412.8946	295.3028	0.99082
65	329.5902	235.8189	0.98911
75	310.3033	222.1094	0.98751
85	294.0371	210.5518	0.986
95	292.6508	209.6442	0.98457
105	301.2141	215.8662	0.98321
115	273.3489	195.9761	0.9819
130	266.175	190.9492	0.98004
150	266.9111	191.633	0.97771
170	259.1351	186.2017	0.97552
195	257.8792	185.4881	0.97295
225	244.6413	176.1817	0.97005
255	234.3997	169.013	0.96734
300	233.2731	168.5105	0.96353
360	218.3253	158.1009	0.95884
420	212.3498	154.1532	0.95451
525	199.7267	145.6186	0.94758
675	190.975	140.1061	0.93872
825	175.0424	129.2232	0.93075
1050	163.0434	120.2803	0.91997
1350	152.4019	111.5732	0.90717
1650	140.29	101.9293	0.89565
1950	135.4145	98.2334	0.88508
2250	127.4877	92.8945	0.87525
2550	116.4786	85.2519	0.86601
2850	122.0674	89.7434	0.85727
3150	114.6401	84.6628	0.84896
3450	110.1647	81.7262	0.84101
3750	105.2306	78.0879	0.83337
4050	102.3765	75.6699	0.82602
4350	103.6138	76.2833	0.81892
4650	99.7667	73.1632	0.81204
4950	98.3835	71.8673	0.80537
5250	95.1646	69.2458	0.79889
5550	91.72	66.4809	0.79257
5850	89.9962	64.9799	0.78642
6150	89.3487	64.2645	0.78041
6450	87.5131	62.7033	0.77454
6750	89.0684	63.5743	0.7688
7050	86.4668	61.483	0.76317
