time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	0	0	0.99995
15	244.0582	174.2683	0.99887
25	1783.927	1274.3178	0.99681
35	1248.2812	892.0495	0.99466
45	715.1076	511.2388	0.99266
55	510.859	365.3671	0.99082
65	475.5605	340.2595	0.98911
75	478.2571	342.3277	0.98751
85	433.7914	310.626	0.986
95	448.54	321.3174	0.98457
105	435.9345	312.4141	0.98321
115	422.5835	302.969	0.9819
130	389.216	279.2166	0.98004
150	385.0384	276.4444	0.97771
170	398.7153	286.4971	0.97552
195	359.5135	258.5918	0.97295
225	350.5425	252.4478	0.97005
255	345.8831	249.3976	0.96734
300	337.4719	243.781	0.96353
360	328.5833	237.9445	0.95884
420	320.8071	232.8867	0.95451
525	294.5753	214.7717	0.94758
675	279.31	204.9118	0.93872
825	264.5497	195.3011	0.93075
1050	245.5813	181.1702	0.91997
1350	228.2497	167.1012	0.90717
1650	220.5004	160.2072	0.89565
1950	210.1204	152.4272	0.88508
2250	198.8137	144.8665	0.87525
2550	193.4026	141.5534	0.86601
2850	189.922	139.6298	0.85727
3150	186.9476	138.0626	0.84896
3450	177.8194	131.9161	0.84101
3750	179.0661	132.8785	0.83337
4050	176.0282	130.1085	0.82602
4350	169.3189	124.6572	0.81892
4650	170.7976	125.2532	0.81204
4950	167.0359	122.0167	0.80537
5250	160.3801	116.6993	0.79889
5550	159.8787	115.8841	0.79257
5850	161.5115	116.616	0.78642
6150	159.7486	114.8999	0.78041
6450	151.3094	108.4135	0.77454
6750	156.864	111.9648	0.7688
7050	155.3138	110.4373	0.76317
