time	plasma_radioactivity	whole_blood_radioactivity	metabolite_parent_fraction
5	1554.5158	1109.5436	0.99995
15	1595.5697	1139.3069	0.99887
25	860.4259	614.6306	0.99681
35	702.0631	501.7099	0.99466
45	571.2976	408.4274	0.99266
55	607.0512	434.1639	0.99082
65	542.5863	388.2159	0.98911
75	510.7822	365.6085	0.98751
85	497.5408	356.2751	0.986
95	498.7982	357.3205	0.98457
105	494.9648	354.7183	0.98321
115	456.7595	327.4714	0.9819
130	456.7031	327.6306	0.98004
150	466.8852	335.2076	0.97771
170	455.3019	327.1574	0.97552
195	448.0527	322.2765	0.97295
225	422.9141	304.5672	0.97005
255	420.6444	303.304	0.96734
300	408.0135	294.7385	0.96353
360	395.4397	286.3587	0.95884
420	379.4607	275.4657	0.95451
525	368.6098	268.7495	0.94758
675	321.4279	235.8111	0.93872
825	337.7916	249.3711	0.93075
1050	308.0727	227.2713	0.91997
1350	290.7102	212.8284	0.90717
1650	282.3431	205.1397	0.89565
1950	273.218	198.1999	0.88508
2250	262.5634	191.318	0.87525
2550	262.0346	191.7858	0.86601
2850	248.0756	182.3839	0.85727
3150	246.7883	182.2555	0.84896
3450	239.5666	177.7235	0.84101
3750	228.6787	169.6942	0.83337
4050	231.5525	171.1484	0.82602
4350	226.7004	166.903	0.81892
4650	229.4355	168.255	0.81204
4950	233.7571	170.7552	0.80537
5250	220.7086	160.5969	0.79889
5550	214.1212	155.2003	0.79257
5850	218.0608	157.4462	0.78642
6150	218.4219	157.101	0.78041
6450	214.7233	153.8497	0.77454
6750	210.461	150.2207	0.7688
7050	200.1859	142.3439	0.76317
